name,category,state,district,description,lat,lng,image_url,tag,ai_description
Kashmir Chain Stitch,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.083700,74.797300,https://upload.wikimedia.org/wikipedia/commons/c/c7/Two_Gurjar_men_from_Bhimber_district_Azad_Kashmir.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the exquisite Kashmir Chain Stitch, a GI‑registered treasure from the heart of Jammu and Kashmir, where artisans weave intricate, shimmering patterns that echo the region’s timeless beauty. Each handcrafted piece tells a story of heritage and skill, inviting you to bring a touch of authentic Kashmiri elegance into your life."
Kashmir Crewel,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.083700,74.797300,https://upload.wikimedia.org/wikipedia/commons/7/74/Kmrwalnut.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the intricate beauty of Kashmir Crewel, a GI‑registered traditional handicraft from the breathtaking valleys of Jammu and Kashmir. Each stitch tells a story of centuries‑old artistry, recognized and protected by India's GI Registry, making every piece a treasured slice of heritage for you to take home."
Kashmir Tweed,Handicraft,Jammu and Kashmir,,"Geographical Indication (GI) registered traditional handicraft of Jammu and Kashmir, officially recognised under India's GI Registry (ipindia.gov.in).",34.083700,74.797300,https://upload.wikimedia.org/wikipedia/commons/1/1f/Mandala_Chandar%2C_Kashmir_1840.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless elegance of Kashmir Tweed, a GI‑registered traditional handicraft from the heart of Jammu and Kashmir. Each piece weaves together centuries‑old techniques and the region’s rich cultural heritage, offering you a touch of authentic artistry that’s proudly recognized across India. Let this exquisite fabric wrap you in the warmth and charm of the Himalayas."
Sohrai Khovar Painting,Handicraft,Jharkhand,,"Geographical Indication (GI) registered traditional handicraft of Jharkhand, officially recognised under India's GI Registry (ipindia.gov.in).",23.669300,85.284200,https://upload.wikimedia.org/wikipedia/commons/9/9e/Tribal_Art_Gallery.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant world of Sohrai Khovar Painting, a traditional Jharkhand handicraft celebrated for its bold, earthy motifs and centuries‑old storytelling tradition. Proudly protected by a Geographical Indication registration, each hand‑crafted piece offers a colorful glimpse into the region’s rich cultural heritage, inviting you to bring a touch of authentic Indian artistry into your own space."
Mysore Silk,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",12.295800,76.639400,https://upload.wikimedia.org/wikipedia/commons/b/b2/Mysore_Silk_Saree.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the radiant elegance of Mysore Silk, a cherished traditional handicraft from Karnataka that proudly carries a Geographical Indication (GI) registration. Each lustrous weave reflects centuries‑old artistry, inviting you to experience the luxurious heritage woven into every thread. Feel the charm of this iconic silk as you explore the heart of Karnataka’s cultural tapestry."
Mysore Rosewood Inlay,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",12.295800,76.639400,https://upload.wikimedia.org/wikipedia/commons/2/2b/Wood_inlay_Mysore.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the exquisite artistry of Mysore Rosewood Inlay, a cherished traditional handicraft from Karnataka that proudly carries a Geographical Indication (GI) registration. Each piece showcases masterful woodwork, where delicate patterns are meticulously inlaid into rich rosewood, creating timeless treasures that reflect the region’s cultural heritage. Let this elegant craft captivate you as you explore the vibrant spirit of Karnataka."
Kasuti Embroidery,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",15.458900,75.007800,https://upload.wikimedia.org/wikipedia/commons/2/2c/Kantha_%28Quilt%29_LACMA_AC1994.131.1.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the exquisite charm of Kasuti Embroidery, a centuries‑old art woven into the fabric of Karnataka’s heritage. Recognised with a Geographical Indication, each stitch tells a story of meticulous craftsmanship, inviting you to explore the delicate patterns that have delighted generations. Let this timeless tradition add a touch of elegance to your journey."
Mysore Traditional Paintings,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",12.295800,76.639400,https://upload.wikimedia.org/wikipedia/commons/8/83/Mysorepalace.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless beauty of Mysore Traditional Paintings, a GI‑registered handicraft that captures Karnataka’s rich artistic heritage in every brushstroke. Recognised by India’s GI Registry, these vibrant works showcase intricate motifs and radiant colors that bring the region’s cultural stories to life, inviting you to experience a piece of history you can truly hold."
Ganjifa Cards of Mysore,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",12.295800,76.639400,https://upload.wikimedia.org/wikipedia/commons/8/83/Mysorepalace.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the exquisite Ganjifa Cards of Mysore, a vibrant traditional handicraft from Karnataka that proudly carries a Geographical Indication (GI) registration, marking its unique cultural heritage. Hand‑painted with intricate designs and vivid colors, each card tells a story of artistry passed down through generations, inviting you to hold a piece of Karnataka’s living tradition in your hands."
Navalgund Durries,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",15.533300,75.366700,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Textile/Carpet_Rugs_and_Durries/Navalgund_Durries_of_Karnataka/Image_Gallery/Nav_I01.jpg,GI,"Discover the exquisite Navalgund Durries, a cherished traditional handicraft from Karnataka that proudly carries a Geographical Indication (GI) registration. Each hand‑woven piece reflects the region’s rich cultural heritage and the skill of local artisans, making it a perfect keepsake to bring a touch of authentic Indian artistry into your home."
Karnataka Bronzeware,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",12.971600,77.594600,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Metal/Bronze_Metal/Karnataka_Bronzeware/Image_Gallery/Kar_I01.jpg,GI,"Discover the timeless allure of Karnataka Bronzeware, a GI‑registered treasure that brings centuries‑old metal‑working artistry to life. Each handcrafted piece—from graceful temple bells to elegant household items—reflects the skill and heritage of Karnataka’s artisans, inviting you to take a piece of this shimmering tradition home."
Ilkal Sarees,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",16.216700,76.116700,https://upload.wikimedia.org/wikipedia/commons/f/f7/Weaving_ilkal_saree.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant charm of Ilkal Sarees, a cherished Karnataka tradition celebrated with Geographical Indication status and proudly listed in India's GI Registry. Each hand‑woven masterpiece blends rich colors and intricate borders, inviting you to experience the timeless artistry that has defined this region’s cultural fabric. Feel the legacy drape around you as you explore the stories woven into every thread."
Molakalmuru Sarees,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",14.716700,76.733300,https://upload.wikimedia.org/wikipedia/commons/f/f2/Hand_loom_in_Devikapuram.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the radiant Molakalmuru Sarees, a cherished traditional craft from Karnataka that proudly carries a Geographical Indication tag. Each hand‑woven piece reflects the region’s rich heritage, inviting you to drape yourself in a living piece of Indian artistry."
Sandur Lambani Embroidery,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",15.083300,76.533300,https://upload.wikimedia.org/wikipedia/commons/d/d4/Blouse_%28kanchali%29_and_skirt_%28ghaghara%29%2C_Banjara_community%2C_Saurashtra%2C_Gujarat%2C_India%2C_view_1%2C_mid_20th_century%2C_cotton%2C_glass_mirrors_-_Textile_Museum_of_Canada_-_DSC00975.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the dazzling Sandur Lambani Embroidery, a GI‑registered traditional craft from Karnataka that brings the vibrant spirit of the region to life. Each piece reflects centuries‑old artistry, proudly recognized under India’s Geographical Indication registry, inviting you to explore the rich cultural heritage woven into every stitch."
Guledgudd Khana,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",16.050000,75.783300,https://www.incredibleindia.gov.in/content/dam/incredible-india-v2/en/destinations/bagalkot/guledgudd-khana/guledgudd-khana.jpg,GI,"Discover the vibrant artistry of Guledgudd Khana, a cherished traditional handicraft from Karnataka that proudly carries a Geographical Indication tag. Each piece reflects centuries‑old techniques passed down through generations, offering visitors a tangible taste of the region’s cultural heritage."
Kinhal Toys,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",15.450000,76.000000,https://upload.wikimedia.org/wikipedia/commons/4/44/Kinnal_toys%2C_Karnataka.jpeg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant world of Kinhal Toys, a cherished traditional handicraft from Karnataka that proudly carries a Geographical Indication (GI) tag. Each hand‑crafted figure bursts with color and charm, reflecting the region’s rich artistic heritage and inviting you to take home a piece of authentic Indian craftsmanship."
Udupi Sarees,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",13.340900,74.742100,https://upload.wikimedia.org/wikipedia/commons/6/6d/Nayana_Udupi.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Step into the vibrant world of Udupi Sarees, a cherished Karnataka tradition proudly protected by a Geographical Indication tag. Each hand‑woven piece reflects the region’s rich cultural tapestry, inviting you to experience the timeless elegance and craftsmanship that make these sarees truly special."
Patteda Anchu Saree & Fabrics,Handicraft,Karnataka,,"Geographical Indication (GI) registered traditional handicraft of Karnataka, officially recognised under India's GI Registry (ipindia.gov.in).",12.971600,77.594600,https://www.weavesoftradition.com/cdn/shop/files/patteda-anchu-handloom-cotton-saree.jpg,GI,"Discover the vibrant Patteda Anchu Saree & Fabrics, a cherished traditional handicraft from Karnataka proudly protected by a Geographical Indication (GI) registration. Each piece reflects the region’s rich weaving heritage, offering you a colorful glimpse into the artistry that has earned official recognition across India. Let the intricate patterns and lively hues invite you to experience Karnataka’s timeless craftmanship."
Aranmula Kannadi Aranmula Metal Mirror,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",9.383300,76.583300,https://upload.wikimedia.org/wikipedia/commons/5/55/Aranmula_mirror_high_quality_bronze_mirror.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the shimmering beauty of the Aranmula Kannadi, Kerala’s exquisite metal mirror that reflects centuries of artistry and devotion. This GI‑registered treasure, crafted with meticulous hand‑polishing techniques, offers a glimpse into a living tradition that has been officially recognized across India. Let its flawless surface captivate you as you explore the cultural heart of Aranmula."
Payyannur Pavithra Ring,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",12.100000,75.200000,https://upload.wikimedia.org/wikipedia/commons/1/1a/Payyanur_Pavithram_Ring.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the exquisite Payyannur Pavithra Ring, a cherished traditional handicraft from Kerala that proudly carries a Geographical Indication (GI) registration. Each ring reflects the region’s timeless artistry, inviting you to hold a piece of authentic cultural heritage in your hands. Feel the warmth of Kerala’s craft legacy as you explore this beautifully crafted treasure."
Alleppey Coir,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",9.498100,76.338800,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Natural_Fiber_%26_Grass/Natural_Fiber/Alleppey_Coir/Image_Gallery/All_I01.jpg,GI,"Step into the world of Alleppey Coir, a GI‑registered traditional craft from Kerala, proudly listed in India's Geographical Indication Registry. Its skillful weaving reflects generations of local artistry, inviting you to experience the warm, authentic spirit of the region."
Brass Broidered Coconut Shell Crafts of Kerala,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",10.850500,76.271100,https://cdn.shopify.com/s/files/1/0686/9437/6495/files/brass-broidered-coconut-shell-craft-of-kerala-make-an-images-about-this-topic.png?v=1768819757,GI,"Discover the exquisite Brass Broidered Coconut Shell Crafts of Kerala—a GI‑registered treasure that blends shimmering brass embroidery with the natural elegance of coconut shells, showcasing the state’s rich artisanal heritage. Each piece reflects Kerala’s timeless craftsmanship, inviting you to bring a slice of this vibrant tradition home."
Screw Pine Craft of Kerala,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",10.850500,76.271100,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Natural_Fiber_%26_Grass/Leaf%2CReed%26Rattan/Screw_Pine_Craft_of_Kerala/Image_Gallery/Scr_I01.jpg,GI,"Discover the intricate beauty of Kerala's Screw Pine Craft, a GI‑registered traditional art that transforms the humble screw pine leaf into elegant baskets, mats, and décor. Each piece reflects the skilled hands of local artisans and carries the official stamp of India's GI Registry, making it a truly authentic souvenir of Kerala's cultural heritage."
Maddalam of Palakkad,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",10.786700,76.654800,https://upload.wikimedia.org/wikipedia/commons/5/59/Drummer_plying_Madhalam_BNC.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the Maddalam of Palakkad, a beautifully crafted traditional instrument that carries the rhythm of Kerala’s rich cultural heritage. Recognised with a Geographical Indication tag, each piece reflects the skilled artistry of local craftsmen, making it a unique souvenir that echoes the soul of the region."
Cannanore Home Furnishings,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",11.874500,75.370400,https://upload.wikimedia.org/wikipedia/commons/7/7d/Vpra_floating_park_boat_walking_path.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless charm of Cannanore Home Furnishings, a traditional Kerala craft proudly protected by a Geographical Indication registration. Each piece reflects the region’s rich artisanal heritage, blending intricate handwork with functional elegance that brings a warm, authentic touch to any space. Experience the artistry that makes Kerala’s homes uniquely inviting."
Balaramapuram Sarees And Fine Cotton Fabrics,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",8.416700,77.000000,https://upload.wikimedia.org/wikipedia/commons/e/ef/Sarees_design_wall_painting.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the timeless elegance of Balaramapuram Sarees and Fine Cotton Fabrics, a cherished Kerala tradition proudly protected by a Geographical Indication. Each piece reflects the region’s skilled artisanship, weaving soft, breathable cotton into vibrant patterns that celebrate local heritage. Feel the heritage come alive as you explore these exquisite, hand‑crafted treasures."
Kasaragod Sarees,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",12.499600,74.986900,https://upload.wikimedia.org/wikipedia/commons/4/48/Saree_of_Kasaragod.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant Kasaragod Sarees, a GI‑registered treasure from Kerala where each hand‑woven masterpiece blends centuries‑old techniques with the region’s rich colors and motifs. As you explore, feel the pride of local artisans woven into every thread, making each saree a living piece of cultural heritage."
Kuthampully Sarees,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",10.616700,76.416700,https://upload.wikimedia.org/wikipedia/commons/f/f2/Hand_loom_in_Devikapuram.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the exquisite Kuthampully Sarees, a cherished traditional handicraft from Kerala that proudly carries a Geographical Indication (GI) registration, marking its authentic heritage. Each handwoven masterpiece reflects the region’s rich cultural tapestry, inviting you to experience the timeless elegance woven into every thread."
Chendamangalam Dhoties & Set Mundu,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",10.166700,76.200000,https://upload.wikimedia.org/wikipedia/commons/a/ab/Chekutty_2.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant charm of Chendamangalam Dhoties & Set Mundu, a beautifully woven traditional craft from Kerala that proudly carries a Geographical Indication tag. Each piece reflects the region’s rich heritage, inviting you to experience the colorful artistry and cultural pride woven into every thread."
Kannadippaya Bamboo Mat,Handicraft,Kerala,,"Geographical Indication (GI) registered traditional handicraft of Kerala, officially recognised under India's GI Registry (ipindia.gov.in).",10.850500,76.271100,https://upload.wikimedia.org/wikipedia/commons/7/71/Bamboo_mat.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the timeless charm of the Kannadippaya Bamboo Mat, a beautifully woven treasure from Kerala that carries the honor of a Geographical Indication registration. Handcrafted with skillful precision, each mat reflects the region’s rich tradition and natural elegance, inviting you to bring a piece of authentic Kerala heritage into your home."
Pashmina Wool of Ladakh,Handicraft,Ladakh,,"Geographical Indication (GI) registered traditional handicraft of Ladakh, officially recognised under India's GI Registry (ipindia.gov.in).",34.152600,77.577100,https://upload.wikimedia.org/wikipedia/commons/0/01/Kaschmirschal_1.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Wrap yourself in the luxurious softness of Ladakh’s Pashmina wool, a Geographical Indication‑registered treasure that carries the chill‑kissed breezes and vibrant heritage of the high Himalayas. Each hand‑spun, hand‑woven piece reflects centuries‑old craftsmanship, inviting you to experience the warmth and timeless artistry of this iconic Indian handicraft."
Ladakh Shingskos Wood Carving,Handicraft,Ladakh,,"Geographical Indication (GI) registered traditional handicraft of Ladakh, officially recognised under India's GI Registry (ipindia.gov.in).",34.152600,77.577100,https://upload.wikimedia.org/wikipedia/commons/c/c1/Zanskar_yapola_river.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the intricate charm of Ladakh Shingskos Wood Carving, a GI‑registered treasure that captures the spirit of the high Himalayas in every delicately hand‑carved detail. As you explore, let the timeless patterns and skilled craftsmanship invite you into Ladakh’s rich cultural heritage, turning each piece into a warm keepsake of this remarkable region."
Chanderi Sarees,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",24.716700,78.133300,https://upload.wikimedia.org/wikipedia/commons/f/f2/Hand_loom_in_Devikapuram.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless elegance of Chanderi Sarees, a Geographical Indication‑registered treasure from Madhya Pradesh that weaves together centuries‑old craftsmanship and delicate, airy fabrics. Each hand‑crafted piece reflects the region’s rich heritage, inviting you to drape yourself in a living piece of Indian tradition."
Leather Toys of Indore,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",22.719600,75.857700,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Miscellaneous/Figurines%26Toys/leather_toys_of_indore/Image_Gallery/Lea_I01.jpg,GI,"Discover the charming Leather Toys of Indore, a beloved traditional handicraft from Madhya Pradesh that brings playful artistry to life. Each handcrafted piece reflects generations of skill and is proudly protected as a Geographical Indication (GI) registered treasure, celebrated in India's official GI Registry. Let these delightful toys add a touch of cultural wonder to your journey."
Bagh Prints of Madhya Pradesh,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",22.366700,74.750000,https://upload.wikimedia.org/wikipedia/commons/6/68/India-5749_-_Visvanatha_Temple_-_Flickr_-_archer10_%28Dennis%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless charm of Bagh Prints, a traditional handicraft from Madhya Pradesh proudly protected by a Geographical Indication registration. Its beautifully hand‑crafted designs reflect the rich cultural heritage of the region, inviting you to bring a piece of authentic Indian artistry home. Explore the vibrant world of Bagh Prints and experience the skill and tradition woven into every piece."
Bell Metal Ware of Datia and Tikamgarh,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",25.666700,78.466700,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Metal/Brass_metal_craft/Bell_Metal_Ware_of_Datia_and_Tikamgarh/Image_Gallery/Bel_I01.jpg,GI,"Discover the timeless charm of Bell Metal Ware from Datia and Tikamgarh, a GI‑registered treasure of Madhya Pradesh that brings centuries‑old craftsmanship to life. Each piece, forged from resonant bell metal, reflects the region’s rich heritage and the skilled hands that shape it, inviting you to take home a slice of authentic Indian artistry."
Maheshwar Sarees & Fabrics,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",22.183300,75.583300,https://upload.wikimedia.org/wikipedia/commons/3/39/Maheshwar_fort.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless elegance of Maheshwar Sarees & Fabrics, a GI‑registered treasure from Madhya Pradesh that weaves together centuries‑old artistry and vibrant local culture. Each hand‑crafted piece reflects the region’s rich heritage, inviting you to drape yourself in the colors and stories of this celebrated Indian tradition."
Gond Painting of Madhya Pradesh,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",22.973400,78.656900,https://upload.wikimedia.org/wikipedia/commons/e/ee/Tribes_of_Madhya_Pradesh_001.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the vibrant world of Gond Painting, a cherished traditional handicraft from Madhya Pradesh that proudly carries a Geographical Indication (GI) tag. Each brushstroke tells a story of tribal artistry, inviting you to explore the rich cultural tapestry woven into every colorful masterpiece."
Wrought Iron Crafts of Dindori,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",22.941700,81.078100,https://upload.wikimedia.org/wikipedia/commons/8/81/Wrought_iron_craft_from_Barga-Dindori_by_Agariya_tribe_of_Madhya_Pradesh._IMG_8565_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the timeless allure of Dindori’s wrought‑iron crafts, a GI‑registered treasure of Madhya Pradesh that blends skilled artistry with centuries‑old tradition. Each handcrafted piece— from graceful lanterns to sturdy décor— reflects the region’s rich cultural heritage, inviting you to bring a touch of authentic Indian craftsmanship into your home."
Ujjain Batik Print,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",23.176500,75.788500,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Textile/Hand_Block_Printing/Ujjain_batik_print/Image_Gallery/Ujj_I01.jpg,GI,"Discover the vibrant charm of Ujjain Batik Print, a traditional handicraft from Madhya Pradesh proudly bearing a Geographical Indication (GI) registration. Each piece reflects the region’s rich artistic heritage, recognized officially in India’s GI Registry, and invites you to bring a splash of authentic color and culture into your life."
Gwalior Handmade Carpet,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",26.218300,78.182800,https://handicrafts.nic.in/crafts/All_Crafts/Craft_Categories/Textile/Carpet_Rugs_and_Durries/Gwalior_Handmade_Carpet/Image_Gallery/Gwa_I01.jpg,GI,"Discover the vibrant artistry of the Gwalior Handmade Carpet, a GI‑registered treasure woven in the heart of Madhya Pradesh. Each rug reflects centuries‑old techniques and the region’s rich cultural palette, inviting you to step onto a piece of living heritage. Feel the texture, admire the intricate patterns, and take home a slice of India’s celebrated craftsmanship."
Waraseoni Handloom Saree & Fabrics,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",21.766700,80.100000,https://upload.wikimedia.org/wikipedia/commons/f/f1/A_man_weaving_the_famous_handloom_Chanderi_Saree.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,GI,"Discover the vibrant charm of Waraseoni Handloom Sarees and Fabrics, a treasured traditional craft from Madhya Pradesh that proudly carries a Geographical Indication (GI) registration. Each piece reflects the region’s rich weaving heritage, offering visitors a colorful glimpse into authentic Indian artistry. Experience the elegance of these hand‑crafted textiles and take home a slice of Madhya Pradesh’s cultural legacy."
Jabalpur Stone Craft,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",23.181500,79.986400,https://upload.wikimedia.org/wikipedia/commons/6/62/Marble_Rocks_-_Jabalpur.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless elegance of Jabalpur Stone Craft, a cherished traditional art from Madhya Pradesh that proudly carries a Geographical Indication (GI) registration. Each hand-carved piece reflects the region’s rich heritage, offering visitors a unique glimpse into the skilled craftsmanship that has been officially recognized across India. Feel the connection to centuries of artistry as you explore these beautiful stone creations."
Chhatarpur Furniture,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",24.917700,79.594100,https://upload.wikimedia.org/wikipedia/commons/5/55/Khajuraho_Airport_2022-11-19_5.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless elegance of Chhatarpur Furniture, a traditional handicraft from Madhya Pradesh proudly protected by a Geographical Indication (GI) registration. Each piece reflects the region’s rich heritage and masterful craftsmanship, inviting you to bring a touch of authentic Indian artistry into your home. Feel the warmth of centuries‑old tradition in every carved detail."
Khajuraho Stone Craft Of Madhya Pradesh,Handicraft,Madhya Pradesh,,"Geographical Indication (GI) registered traditional handicraft of Madhya Pradesh, officially recognised under India's GI Registry (ipindia.gov.in).",24.831800,79.919900,https://upload.wikimedia.org/wikipedia/commons/4/45/Indore_IT_Crystal_Park.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=original,GI,"Discover the timeless elegance of Khajuraho Stone Craft, a cherished traditional art from Madhya Pradesh that proudly carries a Geographical Indication (GI) tag. Each intricately carved piece reflects the region’s rich heritage, offering visitors a tangible glimpse into the skilled craftsmanship celebrated across India. Let these stone masterpieces inspire your journey through the heart of Indian culture."
